work_order_id,opened_at,closed_at,property_area,system_type,issue_type,maintenance_type,priority,shift,technician_id,asset_age_years,guest_impact,room_out_of_order,response_minutes,repair_minutes,downtime_hours,labor_hours,parts_cost,labor_cost,total_cost,sla_target_minutes,sla_met,repeat_within_30_days,guest_satisfaction
WO-00528,2025-07-31 13:28:00,2025-07-31 15:22:00,Laundry,Plumbing,Drain blockage,Corrective,High,Day,ENG-04,3,False,False,18,96,1.9,1.6,122.99,61.6,184.59,30,True,False,
WO-00879,2025-07-31 21:24:00,2025-07-31 23:27:00,Guest Room,Plumbing,Drain blockage,Corrective,Medium,Evening,ENG-07,9,False,False,70,53,2.05,0.88,5.4,33.88,39.28,120,True,False,
WO-00523,2025-08-01 12:26:00,2025-08-01 16:31:00,Guest Room,Plumbing,No hot water,Corrective,Low,Day,ENG-02,9,True,False,179,66,4.08,1.1,110.04,42.35,152.39,240,True,False,3.8
WO-00207,2025-08-01 22:17:00,2025-08-02 00:52:00,Kitchen,Refrigeration,Temperature above range,Preventive,Medium,Evening,ENG-06,4,False,False,69,86,2.58,1.43,26.67,55.05,81.72,120,True,False,
WO-00395,2025-08-01 22:22:00,2025-08-02 01:37:00,Guest Room,General Maintenance,Preventive inspection,Preventive,Low,Evening,ENG-07,3,True,False,153,42,3.25,0.7,9.05,26.95,36.0,240,True,False,4.3
WO-00388,2025-08-02 01:02:00,2025-08-02 03:15:00,Guest Room,General Maintenance,Door hardware,Corrective,Medium,Overnight,ENG-09,7,True,False,89,44,2.22,0.73,45.43,28.11,73.54,120,True,True,4.7
WO-00263,2025-08-02 20:59:00,2025-08-03 00:47:00,Guest Room,Plumbing,Preventive inspection,Preventive,Low,Evening,ENG-05,1,False,False,187,41,3.8,0.68,10.42,26.18,36.6,240,True,False,
WO-00271,2025-08-03 02:49:00,2025-08-03 05:10:00,Guest Room,General Maintenance,Preventive inspection,Preventive,Low,Overnight,ENG-09,2,True,False,114,27,2.35,0.45,11.51,17.32,28.83,240,True,False,4.5
WO-00570,2025-08-03 10:12:00,2025-08-03 12:27:00,Guest Room,HVAC,Thermostat fault,Corrective,High,Day,ENG-04,11,True,False,17,118,2.25,1.97,224.86,75.84,300.7,30,True,True,4.6
WO-00898,2025-08-04 15:45:00,2025-08-04 18:32:00,Guest Room,HVAC,Thermostat fault,Corrective,Medium,Evening,ENG-06,12,True,False,68,99,2.78,1.65,40.06,63.52,103.58,120,True,False,4.7
WO-00229,2025-08-06 08:06:00,2025-08-06 10:30:00,Lobby,HVAC,Filter replacement,Corrective,Emergency,Day,ENG-04,4,False,False,13,131,2.4,2.18,220.56,83.93,304.49,15,True,False,
WO-00560,2025-08-06 10:16:00,2025-08-06 13:37:00,Guest Room,HVAC,Fan motor failure,Preventive,Low,Day,ENG-03,4,True,False,157,44,3.35,0.73,126.05,28.11,154.16,240,True,False,4.0
WO-00966,2025-08-06 22:36:00,2025-08-07 00:21:00,Meeting Space,General Maintenance,Preventive inspection,Preventive,Medium,Evening,ENG-07,7,False,False,66,39,1.75,0.65,11.05,25.03,36.08,120,True,False,
WO-00114,2025-08-07 02:55:00,2025-08-07 04:35:00,Guest Room,Plumbing,Preventive inspection,Corrective,High,Overnight,ENG-08,7,True,True,25,75,1.67,1.25,44.87,48.12,92.99,30,True,False,4.5
WO-01111,2025-08-07 09:48:00,2025-08-07 13:17:00,Kitchen,Refrigeration,Ice buildup,Corrective,High,Day,ENG-04,5,False,False,18,191,3.48,3.18,14.23,122.43,136.66,30,True,False,
WO-00954,2025-08-07 16:29:00,2025-08-07 18:30:00,Guest Room,HVAC,Room not cooling,Corrective,Medium,Evening,ENG-05,7,True,False,49,72,2.02,1.2,91.48,46.2,137.68,120,True,True,3.7
WO-01090,2025-08-07 20:50:00,2025-08-07 23:30:00,Meeting Space,HVAC,Thermostat fault,Preventive,Medium,Evening,ENG-05,6,False,False,97,63,2.67,1.05,77.77,40.43,118.2,120,True,False,
WO-00962,2025-08-08 11:19:00,2025-08-08 12:16:00,Guest Room,General Maintenance,Door hardware,Corrective,High,Day,ENG-04,1,True,False,11,46,0.95,0.77,15.58,29.64,45.22,30,True,False,5.0
WO-00550,2025-08-09 08:23:00,2025-08-09 11:49:00,Guest Room,HVAC,Fan motor failure,Corrective,Medium,Day,ENG-03,1,True,False,65,141,3.43,2.35,148.31,90.48,238.79,120,True,True,3.7
WO-01080,2025-08-11 10:09:00,2025-08-11 11:37:00,Guest Room,Plumbing,No hot water,Corrective,High,Day,ENG-02,1,True,False,11,77,1.47,1.28,46.02,49.28,95.3,30,True,False,4.8
WO-00130,2025-08-11 17:45:00,2025-08-11 20:58:00,Meeting Space,Life Safety,Exit sign failure,Corrective,Medium,Evening,ENG-07,13,False,False,77,116,3.22,1.93,112.64,74.3,186.94,120,True,False,
WO-00015,2025-08-11 18:44:00,2025-08-11 20:45:00,Meeting Space,HVAC,Fan motor failure,Corrective,High,Evening,ENG-05,8,False,False,20,101,2.02,1.68,213.17,64.68,277.85,30,True,False,
WO-00139,2025-08-11 20:43:00,2025-08-12 00:26:00,Guest Room,HVAC,Room not cooling,Preventive,Low,Evening,ENG-06,7,True,False,162,61,3.72,1.02,71.15,39.27,110.42,240,True,False,4.4
WO-00735,2025-08-12 07:26:00,2025-08-12 10:57:00,Guest Room,HVAC,Room not cooling,Corrective,Low,Day,ENG-01,14,True,False,63,148,3.52,2.47,131.43,95.1,226.53,240,True,False,4.9
WO-00136,2025-08-12 08:25:00,2025-08-12 11:11:00,Guest Room,Plumbing,Preventive inspection,Preventive,Low,Day,ENG-01,10,True,False,127,39,2.77,0.65,64.4,25.03,89.43,240,True,False,4.2
WO-00616,2025-08-13 00:24:00,2025-08-13 01:56:00,Kitchen,Refrigeration,Door seal failure,Corrective,High,Overnight,ENG-09,8,False,False,16,76,1.53,1.27,58.6,48.9,107.5,30,True,False,
WO-00842,2025-08-13 06:03:00,2025-08-13 10:58:00,Laundry,Plumbing,Preventive inspection,Corrective,Medium,Overnight,ENG-09,1,False,False,175,120,4.92,2.0,43.56,77.0,120.56,120,False,False,
WO-00183,2025-08-13 14:02:00,2025-08-13 16:30:00,Guest Room,HVAC,Room not cooling,Corrective,Medium,Day,ENG-02,16,True,False,32,116,2.47,1.93,66.01,74.3,140.31,120,True,True,4.3
WO-01092,2025-08-13 15:46:00,2025-08-13 17:48:00,Guest Room,HVAC,Fan motor failure,Corrective,Medium,Evening,ENG-07,1,True,False,44,78,2.03,1.3,101.76,50.05,151.81,120,True,False,4.5
WO-00103,2025-08-14 06:23:00,2025-08-14 08:49:00,Exterior,Electrical,Breaker trip,Corrective,Medium,Overnight,ENG-09,4,False,False,83,63,2.43,1.05,75.73,40.43,116.16,120,True,False,
WO-00333,2025-08-14 19:54:00,2025-08-14 23:28:00,Guest Room,Plumbing,No hot water,Corrective,Low,Evening,ENG-07,7,True,False,145,69,3.57,1.15,13.61,44.27,57.88,240,True,False,4.4
WO-00856,2025-08-15 08:18:00,2025-08-15 10:08:00,Mechanical Room,Life Safety,Sprinkler inspection,Corrective,Medium,Day,ENG-03,6,False,False,56,54,1.83,0.9,253.77,34.65,288.42,120,True,False,
WO-00471,2025-08-15 10:07:00,2025-08-15 12:28:00,Kitchen,Electrical,Outlet failure,Corrective,High,Day,ENG-02,6,False,False,17,124,2.35,2.07,51.86,79.69,131.55,30,True,False,
WO-00379,2025-08-15 12:45:00,2025-08-15 18:23:00,Mechanical Room,Refrigeration,Ice buildup,Corrective,Medium,Day,ENG-01,17,True,False,89,249,5.63,4.15,515.08,159.78,674.86,120,True,False,3.7
WO-00990,2025-08-15 18:40:00,2025-08-15 19:42:00,Kitchen,General Maintenance,Signage repair,Corrective,High,Evening,ENG-07,2,False,False,26,36,1.03,0.6,36.13,23.1,59.23,30,True,False,
WO-00283,2025-08-15 21:36:00,2025-08-15 23:11:00,Exterior,Electrical,Control panel fault,Corrective,High,Evening,ENG-06,9,False,False,39,56,1.58,0.93,73.49,35.8,109.29,30,False,False,
WO-00028,2025-08-16 01:36:00,2025-08-16 03:40:00,Meeting Space,Electrical,Outlet failure,Corrective,High,Overnight,ENG-09,2,False,False,32,92,2.07,1.53,27.33,58.91,86.24,30,False,False,
WO-00932,2025-08-16 09:40:00,2025-08-16 12:49:00,Kitchen,Plumbing,Low water pressure,Corrective,Medium,Day,ENG-01,7,False,False,69,120,3.15,2.0,73.35,77.0,150.35,120,True,False,
WO-00513,2025-08-17 10:10:00,2025-08-17 12:18:00,Lobby,General Maintenance,Signage repair,Corrective,Medium,Day,ENG-02,15,False,False,46,82,2.13,1.37,46.15,52.75,98.9,120,True,False,
WO-01169,2025-08-17 20:28:00,2025-08-17 22:44:00,Guest Room,Plumbing,Preventive inspection,Preventive,Low,Evening,ENG-07,5,True,False,100,36,2.27,0.6,46.4,23.1,69.5,240,True,False,5.0
WO-00520,2025-08-18 12:00:00,2025-08-18 14:54:00,Guest Room,HVAC,Filter replacement,Preventive,Low,Day,ENG-02,8,False,False,107,67,2.9,1.12,18.01,43.12,61.13,240,True,False,
WO-00410,2025-08-18 14:16:00,2025-08-18 15:54:00,Kitchen,Electrical,Outlet failure,Corrective,Medium,Day,ENG-04,1,False,False,31,67,1.63,1.12,108.43,43.12,151.55,120,True,False,
WO-00526,2025-08-18 15:25:00,2025-08-18 17:21:00,Guest Room,Plumbing,Drain blockage,Corrective,High,Evening,ENG-07,3,True,True,20,96,1.93,1.6,113.41,61.6,175.01,30,True,False,4.5
WO-00298,2025-08-18 17:43:00,2025-08-18 19:17:00,Lobby,HVAC,Thermostat fault,Corrective,High,Evening,ENG-05,1,False,False,17,77,1.57,1.28,169.61,49.28,218.89,30,True,False,
WO-00143,2025-08-18 18:25:00,2025-08-18 20:25:00,Guest Room,Plumbing,Preventive inspection,Corrective,Medium,Evening,ENG-05,2,True,False,51,69,2.0,1.15,72.13,44.27,116.4,120,True,True,4.7
WO-01022,2025-08-19 14:29:00,2025-08-19 16:12:00,Lobby,General Maintenance,Preventive inspection,Preventive,Medium,Day,ENG-02,8,False,False,61,42,1.72,0.7,11.56,26.95,38.51,120,True,False,
WO-00147,2025-08-19 17:04:00,2025-08-19 19:58:00,Kitchen,Refrigeration,Compressor fault,Corrective,Medium,Evening,ENG-07,10,False,False,39,135,2.9,2.25,340.96,86.62,427.58,120,True,True,
WO-00392,2025-08-19 18:00:00,2025-08-19 19:07:00,Guest Room,Plumbing,Low water pressure,Corrective,Emergency,Evening,ENG-05,5,True,True,17,50,1.12,0.83,49.41,31.95,81.36,15,False,False,3.5
WO-01064,2025-08-19 19:30:00,2025-08-19 23:21:00,Guest Room,HVAC,Condensate leak,Corrective,High,Evening,ENG-07,1,True,True,21,210,3.85,3.5,83.74,134.75,218.49,30,True,False,4.5
WO-00987,2025-08-19 20:56:00,2025-08-19 23:57:00,Guest Room,Electrical,Lighting outage,Corrective,Medium,Evening,ENG-05,11,False,False,115,66,3.02,1.1,158.67,42.35,201.02,120,True,True,
WO-00326,2025-08-19 21:20:00,2025-08-19 23:42:00,Mechanical Room,Refrigeration,Coil cleaning,Corrective,Medium,Evening,ENG-05,12,False,False,34,108,2.37,1.8,162.78,69.3,232.08,120,True,True,
WO-01150,2025-08-21 09:34:00,2025-08-21 12:22:00,Guest Room,Plumbing,Low water pressure,Corrective,Medium,Day,ENG-04,11,True,False,61,107,2.8,1.78,163.53,68.53,232.06,120,True,False,4.9
WO-01126,2025-08-21 11:12:00,2025-08-21 12:53:00,Kitchen,Plumbing,Fixture leak,Corrective,High,Day,ENG-01,2,False,False,17,84,1.68,1.4,10.81,53.9,64.71,30,True,False,
WO-00681,2025-08-21 15:47:00,2025-08-21 18:15:00,Mechanical Room,Plumbing,Drain blockage,Corrective,High,Evening,ENG-05,5,False,False,33,115,2.47,1.92,137.45,73.92,211.37,30,False,False,
WO-00737,2025-08-21 21:35:00,2025-08-21 23:27:00,Meeting Space,HVAC,Thermostat fault,Corrective,High,Evening,ENG-05,9,True,False,25,87,1.87,1.45,188.11,55.82,243.93,30,True,False,4.8
WO-00690,2025-08-22 07:12:00,2025-08-22 10:22:00,Guest Room,Electrical,Preventive inspection,Preventive,Low,Day,ENG-04,10,True,False,134,56,3.17,0.93,67.38,35.8,103.18,240,True,False,4.6
WO-00743,2025-08-22 13:51:00,2025-08-22 16:09:00,Guest Room,HVAC,Thermostat fault,Corrective,Emergency,Day,ENG-04,5,True,False,5,133,2.3,2.22,149.49,85.47,234.96,15,True,False,3.8
WO-00897,2025-08-23 20:49:00,2025-08-23 22:37:00,Kitchen,Electrical,Preventive inspection,Corrective,Medium,Evening,ENG-07,10,False,False,43,65,1.8,1.08,188.39,41.58,229.97,120,True,False,
WO-00360,2025-08-24 01:03:00,2025-08-24 03:34:00,Kitchen,HVAC,Room not cooling,Corrective,High,Overnight,ENG-08,10,False,False,24,127,2.52,2.12,115.99,81.62,197.61,30,True,False,
WO-00092,2025-08-24 10:50:00,2025-08-24 14:27:00,Lobby,Plumbing,No hot water,Corrective,Medium,Day,ENG-02,9,True,False,49,168,3.62,2.8,135.35,107.8,243.15,120,True,True,4.3
WO-01028,2025-08-24 15:23:00,2025-08-24 17:59:00,Guest Room,Plumbing,Preventive inspection,Preventive,Medium,Evening,ENG-07,5,True,False,78,78,2.6,1.3,14.45,50.05,64.5,120,True,False,4.9
WO-00193,2025-08-24 19:15:00,2025-08-24 21:20:00,Kitchen,Plumbing,Drain blockage,Corrective,High,Evening,ENG-06,9,False,False,20,105,2.08,1.75,70.63,67.38,138.01,30,True,False,
WO-00251,2025-08-25 01:29:00,2025-08-25 03:39:00,Lobby,General Maintenance,Signage repair,Corrective,Medium,Overnight,ENG-08,11,False,False,78,52,2.17,0.87,46.19,33.49,79.68,120,True,False,
WO-00268,2025-08-25 15:05:00,2025-08-25 17:35:00,Lobby,General Maintenance,Signage repair,Corrective,Medium,Evening,ENG-07,7,False,False,48,102,2.5,1.7,78.63,65.45,144.08,120,True,False,
WO-00551,2025-08-25 19:45:00,2025-08-25 21:27:00,Guest Room,General Maintenance,Door hardware,Corrective,Medium,Evening,ENG-06,2,True,False,58,44,1.7,0.73,29.26,28.11,57.37,120,True,False,4.8
WO-00452,2025-08-25 19:47:00,2025-08-25 23:09:00,Guest Room,Plumbing,Drain blockage,Corrective,Low,Evening,ENG-07,7,True,False,134,68,3.37,1.13,39.85,43.5,83.35,240,True,True,4.3
WO-00014,2025-08-26 16:20:00,2025-08-26 18:59:00,Guest Room,Electrical,Preventive inspection,Corrective,Emergency,Evening,ENG-06,15,False,False,15,144,2.65,2.4,48.16,92.4,140.56,15,True,False,
WO-00875,2025-08-26 19:29:00,2025-08-26 22:51:00,Mechanical Room,Plumbing,Preventive inspection,Preventive,Low,Evening,ENG-07,8,False,False,158,44,3.37,0.73,30.76,28.11,58.87,240,True,False,
WO-00218,2025-08-26 22:50:00,2025-08-27 00:36:00,Guest Room,HVAC,Fan motor failure,Preventive,Medium,Evening,ENG-06,11,True,False,45,61,1.77,1.02,136.86,39.27,176.13,120,True,False,4.4
WO-00018,2025-08-27 10:10:00,2025-08-27 13:45:00,Laundry,Refrigeration,Temperature above range,Preventive,Low,Day,ENG-04,19,False,False,129,86,3.58,1.43,33.74,55.05,88.79,240,True,False,
WO-00498,2025-08-27 15:53:00,2025-08-27 19:54:00,Laundry,Refrigeration,Temperature above range,Preventive,Low,Evening,ENG-06,5,False,False,132,109,4.02,1.82,21.96,70.07,92.03,240,True,False,
WO-00883,2025-08-28 03:33:00,2025-08-28 08:18:00,Lobby,Electrical,Lighting outage,Corrective,Low,Overnight,ENG-08,7,False,False,241,44,4.75,0.73,29.2,28.11,57.31,240,False,True,
WO-00309,2025-08-28 05:21:00,2025-08-28 07:04:00,Meeting Space,Life Safety,Emergency light failure,Corrective,High,Overnight,ENG-08,6,False,False,31,72,1.72,1.2,271.35,46.2,317.55,30,False,False,
WO-00541,2025-08-28 21:13:00,2025-08-28 23:41:00,Guest Room,Electrical,Lighting outage,Corrective,Medium,Evening,ENG-05,13,False,False,64,84,2.47,1.4,72.9,53.9,126.8,120,True,False,
WO-00247,2025-08-28 21:14:00,2025-08-28 23:55:00,Kitchen,Refrigeration,Coil cleaning,Corrective,High,Evening,ENG-05,11,False,False,24,137,2.68,2.28,54.33,87.78,142.11,30,True,False,
WO-00689,2025-08-29 09:00:00,2025-08-29 11:36:00,Lobby,Electrical,Preventive inspection,Preventive,Low,Day,ENG-04,12,False,False,64,92,2.6,1.53,14.37,58.91,73.28,240,True,False,
WO-00778,2025-08-29 10:44:00,2025-08-29 14:03:00,Kitchen,HVAC,Thermostat fault,Corrective,Medium,Day,ENG-03,14,False,False,115,84,3.32,1.4,477.6,53.9,531.5,120,True,False,
WO-00586,2025-08-30 09:16:00,2025-08-30 11:22:00,Kitchen,General Maintenance,Preventive inspection,Corrective,Medium,Day,ENG-02,3,False,False,81,45,2.1,0.75,48.1,28.88,76.98,120,True,False,
WO-00810,2025-08-30 10:38:00,2025-08-30 13:13:00,Meeting Space,Life Safety,Sprinkler inspection,Corrective,High,Day,ENG-01,1,False,False,19,136,2.58,2.27,188.77,87.39,276.16,30,True,False,
WO-00566,2025-08-30 17:10:00,2025-08-30 19:27:00,Mechanical Room,Plumbing,Preventive inspection,Corrective,Medium,Evening,ENG-06,10,False,False,68,69,2.28,1.15,161.04,44.27,205.31,120,True,False,
WO-01023,2025-08-31 06:32:00,2025-08-31 08:13:00,Guest Room,Plumbing,Low water pressure,Corrective,High,Overnight,ENG-08,9,False,False,24,77,1.68,1.28,29.34,49.28,78.62,30,True,False,
WO-00580,2025-08-31 09:17:00,2025-08-31 11:29:00,Lobby,General Maintenance,Wall or ceiling damage,Corrective,Medium,Day,ENG-04,2,False,False,60,72,2.2,1.2,8.87,46.2,55.07,120,True,False,
WO-00673,2025-08-31 12:00:00,2025-08-31 14:45:00,Meeting Space,HVAC,Room not cooling,Corrective,Medium,Day,ENG-04,8,False,False,71,94,2.75,1.57,205.81,60.45,266.26,120,True,False,
WO-00493,2025-08-31 18:58:00,2025-08-31 21:05:00,Lobby,Electrical,Lighting outage,Corrective,Medium,Evening,ENG-06,6,False,False,46,81,2.12,1.35,193.13,51.98,245.11,120,True,False,
WO-00224,2025-09-01 14:03:00,2025-09-01 17:46:00,Guest Room,HVAC,Fan motor failure,Preventive,Low,Day,ENG-02,11,True,False,168,55,3.72,0.92,80.12,35.42,115.54,240,True,False,4.5
WO-00912,2025-09-01 16:34:00,2025-09-01 20:07:00,Mechanical Room,Life Safety,Emergency light failure,Corrective,Medium,Evening,ENG-07,3,False,False,129,84,3.55,1.4,201.59,53.9,255.49,120,False,False,
WO-00320,2025-09-01 16:44:00,2025-09-01 19:52:00,Guest Room,Plumbing,Preventive inspection,Preventive,Medium,Evening,ENG-07,1,True,False,148,40,3.13,0.67,3.63,25.8,29.43,120,False,False,3.6
WO-01107,2025-09-02 14:32:00,2025-09-02 16:59:00,Kitchen,Plumbing,Preventive inspection,Corrective,Low,Day,ENG-02,11,False,False,80,67,2.45,1.12,212.78,43.12,255.9,240,True,False,
WO-00208,2025-09-02 18:29:00,2025-09-02 21:28:00,Guest Room,General Maintenance,Preventive inspection,Corrective,Low,Evening,ENG-05,8,False,False,147,32,2.98,0.53,28.09,20.41,48.5,240,True,False,
WO-01033,2025-09-03 10:03:00,2025-09-03 11:42:00,Guest Room,Plumbing,Preventive inspection,Corrective,Emergency,Day,ENG-03,4,False,False,10,89,1.65,1.48,26.91,56.98,83.89,15,True,False,
WO-00703,2025-09-03 15:08:00,2025-09-03 18:40:00,Kitchen,Refrigeration,Ice buildup,Corrective,High,Evening,ENG-06,3,False,False,27,185,3.53,3.08,76.64,118.58,195.22,30,True,True,
WO-00144,2025-09-03 17:09:00,2025-09-03 18:59:00,Mechanical Room,Plumbing,Preventive inspection,Corrective,Emergency,Evening,ENG-07,2,False,False,9,101,1.83,1.68,222.87,64.68,287.55,15,True,False,
WO-00052,2025-09-03 20:23:00,2025-09-03 22:44:00,Guest Room,HVAC,Thermostat fault,Corrective,High,Evening,ENG-07,7,True,False,21,120,2.35,2.0,300.6,77.0,377.6,30,True,True,3.9
WO-01152,2025-09-04 09:32:00,2025-09-04 11:58:00,Guest Room,General Maintenance,Preventive inspection,Preventive,Low,Day,ENG-03,7,False,False,101,45,2.43,0.75,22.14,28.88,51.02,240,True,False,
WO-00387,2025-09-04 11:17:00,2025-09-04 13:35:00,Kitchen,Electrical,Lighting outage,Corrective,Medium,Day,ENG-01,1,False,False,57,81,2.3,1.35,41.64,51.98,93.62,120,True,False,
WO-00490,2025-09-04 11:41:00,2025-09-04 14:24:00,Guest Room,Electrical,Outlet failure,Corrective,High,Day,ENG-03,7,True,False,24,139,2.72,2.32,44.6,89.32,133.92,30,True,False,4.7
WO-01082,2025-09-04 19:37:00,2025-09-04 21:13:00,Lobby,General Maintenance,Preventive inspection,Corrective,Medium,Evening,ENG-06,11,False,False,59,37,1.6,0.62,36.42,23.87,60.29,120,True,False,
WO-00417,2025-09-05 08:36:00,2025-09-05 11:13:00,Guest Room,Plumbing,No hot water,Corrective,High,Day,ENG-03,2,True,True,31,126,2.62,2.1,38.07,80.85,118.92,30,False,False,4.2
WO-00262,2025-09-05 13:42:00,2025-09-05 16:44:00,Mechanical Room,Refrigeration,Door seal failure,Corrective,Emergency,Day,ENG-03,9,False,False,7,175,3.03,2.92,552.37,112.42,664.79,15,True,False,
WO-00848,2025-09-05 17:44:00,2025-09-05 20:23:00,Guest Room,Plumbing,Low water pressure,Corrective,High,Evening,ENG-06,13,False,False,18,141,2.65,2.35,67.84,90.48,158.32,30,True,False,
WO-00161,2025-09-05 19:14:00,2025-09-05 21:26:00,Guest Room,HVAC,Room not cooling,Corrective,High,Evening,ENG-06,6,False,False,28,104,2.2,1.73,116.55,66.61,183.16,30,True,False,
WO-00291,2025-09-05 23:56:00,2025-09-06 01:39:00,Guest Room,Electrical,Lighting outage,Corrective,High,Overnight,ENG-08,9,True,True,33,70,1.72,1.17,61.41,45.04,106.45,30,False,False,3.7
WO-00583,2025-09-06 02:03:00,2025-09-06 03:51:00,Meeting Space,Electrical,Control panel fault,Corrective,High,Overnight,ENG-09,14,True,False,20,88,1.8,1.47,133.45,56.59,190.04,30,True,False,4.2
WO-01016,2025-09-06 11:12:00,2025-09-06 13:57:00,Guest Room,Plumbing,Drain blockage,Corrective,Medium,Day,ENG-02,1,False,False,99,66,2.75,1.1,156.13,42.35,198.48,120,True,False,
WO-00222,2025-09-06 19:07:00,2025-09-07 01:08:00,Guest Room,HVAC,Condensate leak,Corrective,Low,Evening,ENG-07,12,False,False,285,76,6.02,1.27,215.66,48.9,264.56,240,False,False,
WO-00726,2025-09-07 19:40:00,2025-09-07 21:34:00,Kitchen,Electrical,Control panel fault,Corrective,High,Evening,ENG-06,11,True,False,19,95,1.9,1.58,56.46,60.83,117.29,30,True,False,4.5
WO-01060,2025-09-07 23:37:00,2025-09-08 02:03:00,Guest Room,Life Safety,Panel communication fault,Corrective,Medium,Overnight,ENG-08,4,True,False,66,80,2.43,1.33,83.82,51.21,135.03,120,True,False,4.5
WO-00108,2025-09-08 01:42:00,2025-09-08 05:52:00,Guest Room,HVAC,Condensate leak,Corrective,Medium,Overnight,ENG-08,15,False,False,149,101,4.17,1.68,145.2,64.68,209.88,120,False,False,
WO-00246,2025-09-08 17:38:00,2025-09-08 19:59:00,Laundry,Plumbing,Preventive inspection,Corrective,Medium,Evening,ENG-07,5,True,False,66,75,2.35,1.25,66.01,48.12,114.13,120,True,False,3.9
WO-01114,2025-09-08 19:38:00,2025-09-08 21:53:00,Guest Room,Electrical,Preventive inspection,Corrective,Medium,Evening,ENG-05,7,False,False,50,85,2.25,1.42,77.41,54.67,132.08,120,True,False,
WO-01186,2025-09-08 20:54:00,2025-09-08 22:36:00,Kitchen,Electrical,Lighting outage,Corrective,High,Evening,ENG-07,6,False,False,22,80,1.7,1.33,111.33,51.21,162.54,30,True,True,
WO-00239,2025-09-09 00:00:00,2025-09-09 04:01:00,Meeting Space,HVAC,Thermostat fault,Corrective,Medium,Overnight,ENG-09,14,False,False,124,117,4.02,1.95,193.33,75.08,268.41,120,False,False,
WO-00116,2025-09-09 00:12:00,2025-09-09 02:30:00,Guest Room,Plumbing,Low water pressure,Corrective,Medium,Overnight,ENG-09,4,True,False,86,52,2.3,0.87,118.22,33.49,151.71,120,True,False,4.5
WO-00772,2025-09-09 07:22:00,2025-09-09 11:32:00,Kitchen,Refrigeration,Compressor fault,Corrective,Emergency,Day,ENG-02,5,False,False,8,242,4.17,4.03,313.61,155.16,468.77,15,True,False,
WO-01001,2025-09-09 08:52:00,2025-09-09 13:11:00,Kitchen,Refrigeration,Coil cleaning,Preventive,Low,Day,ENG-04,7,False,False,190,69,4.32,1.15,57.13,44.27,101.4,240,True,False,
WO-00040,2025-09-09 15:41:00,2025-09-09 19:02:00,Laundry,Refrigeration,Coil cleaning,Corrective,Medium,Evening,ENG-05,9,False,False,59,142,3.35,2.37,328.6,91.25,419.85,120,True,False,
